,source,target,ligand,receptor,cpm_threshold,species
898348,dS3,Epi1,ASAH2B,S1PR4,False,Homo_sapiens
898349,dS3,Epi1,ASAH2B,S1PR5,False,Homo_sapiens
898517,dS3,Epi1,ASIP,MC1R,False,Homo_sapiens
898518,dS3,Epi1,ASIP,MC2R,False,Homo_sapiens
898519,dS3,Epi1,ASIP,MC3R,False,Homo_sapiens
898520,dS3,Epi1,ASIP,MC4R,False,Homo_sapiens
898521,dS3,Epi1,ASIP,MC5R,False,Homo_sapiens
897595,dS3,Epi1,AVP,AVPR1A,False,Homo_sapiens
897596,dS3,Epi1,AVP,AVPR1B,False,Homo_sapiens
897597,dS3,Epi1,AVP,AVPR2,False,Homo_sapiens
897598,dS3,Epi1,AVP,OXTR,False,Homo_sapiens
897599,dS3,Epi1,BAG6,NCR3,False,Homo_sapiens
898350,dS3,Epi1,BDH1,HCAR2,False,Homo_sapiens
897600,dS3,Epi1,BDNF,NGFR,False,Homo_sapiens
897601,dS3,Epi1,BDNF,NTRK2,False,Homo_sapiens
897602,dS3,Epi1,BMP10,ACVRL1,False,Homo_sapiens
897603,dS3,Epi1,BMP10,BMPR2,False,Homo_sapiens
897604,dS3,Epi1,BMP15,BMPR2,False,Homo_sapiens
897605,dS3,Epi1,BMP2,BMPR1A,False,Homo_sapiens
897606,dS3,Epi1,BMP2,BMPR1B,False,Homo_sapiens
897607,dS3,Epi1,BMP2,BMPR2,False,Homo_sapiens
897608,dS3,Epi1,BMP2,SMO,False,Homo_sapiens
897609,dS3,Epi1,BMP3,ACVR2A,False,Homo_sapiens
897610,dS3,Epi1,BMP5,ACVR2A,False,Homo_sapiens
897611,dS3,Epi1,BMP5,ACVR2B,False,Homo_sapiens
897613,dS3,Epi1,BMP5,BMPR1A,False,Homo_sapiens
897614,dS3,Epi1,BMP5,BMPR1B,False,Homo_sapiens
897612,dS3,Epi1,BMP5,BMPR2,False,Homo_sapiens
897615,dS3,Epi1,BMP6,ACVR2A,False,Homo_sapiens
897616,dS3,Epi1,BMP6,ACVR2B,False,Homo_sapiens
897618,dS3,Epi1,BMP6,BMPR1A,False,Homo_sapiens
897619,dS3,Epi1,BMP6,BMPR1B,False,Homo_sapiens
897617,dS3,Epi1,BMP6,BMPR2,False,Homo_sapiens
897620,dS3,Epi1,BMP8A,ACVR2A,False,Homo_sapiens
897621,dS3,Epi1,BMP8A,ACVR2B,False,Homo_sapiens
897623,dS3,Epi1,BMP8A,BMPR1A,False,Homo_sapiens
897624,dS3,Epi1,BMP8A,BMPR1B,False,Homo_sapiens
897622,dS3,Epi1,BMP8A,BMPR2,False,Homo_sapiens
897625,dS3,Epi1,BMP8B,ACVR2A,False,Homo_sapiens
897626,dS3,Epi1,BMP8B,ACVR2B,False,Homo_sapiens
897628,dS3,Epi1,BMP8B,BMPR1A,False,Homo_sapiens
897629,dS3,Epi1,BMP8B,BMPR1B,False,Homo_sapiens
897627,dS3,Epi1,BMP8B,BMPR2,False,Homo_sapiens
897630,dS3,Epi1,BST2,LILRA4,False,Homo_sapiens
897631,dS3,Epi1,BTC,EGFR,False,Homo_sapiens
897632,dS3,Epi1,BTC,ERBB3,False,Homo_sapiens
897633,dS3,Epi1,BTC,ERBB4,False,Homo_sapiens
898522,dS3,Epi1,C3,C3AR1,False,Homo_sapiens
898523,dS3,Epi1,C3,C5AR1,False,Homo_sapiens
898524,dS3,Epi1,C5,C3AR1,False,Homo_sapiens
898525,dS3,Epi1,C5,C5AR1,False,Homo_sapiens
898526,dS3,Epi1,C5,C5AR2,False,Homo_sapiens
897634,dS3,Epi1,CALCA,CALCR,False,Homo_sapiens
897635,dS3,Epi1,CALCA,CALCRL,False,Homo_sapiens
897636,dS3,Epi1,CALCB,CALCR,False,Homo_sapiens
897637,dS3,Epi1,CALCB,CALCRL,False,Homo_sapiens
897638,dS3,Epi1,CCK,CCKAR,False,Homo_sapiens
897639,dS3,Epi1,CCK,CCKBR,False,Homo_sapiens
897640,dS3,Epi1,CCL1,ACKR1,False,Homo_sapiens
897641,dS3,Epi1,CCL1,CCR8,False,Homo_sapiens
897642,dS3,Epi1,CCL11,ACKR1,False,Homo_sapiens
897643,dS3,Epi1,CCL11,ACKR2,False,Homo_sapiens
897644,dS3,Epi1,CCL11,ACKR4,False,Homo_sapiens
897645,dS3,Epi1,CCL11,CCR2,False,Homo_sapiens
897646,dS3,Epi1,CCL11,CCR3,False,Homo_sapiens
897647,dS3,Epi1,CCL11,DPP4,False,Homo_sapiens
897648,dS3,Epi1,CCL13,ACKR1,False,Homo_sapiens
897649,dS3,Epi1,CCL13,ACKR2,False,Homo_sapiens
897650,dS3,Epi1,CCL13,ACKR4,False,Homo_sapiens
897651,dS3,Epi1,CCL13,CCR1,False,Homo_sapiens
897652,dS3,Epi1,CCL13,CCR2,False,Homo_sapiens
897653,dS3,Epi1,CCL13,CCR3,False,Homo_sapiens
897654,dS3,Epi1,CCL14,ACKR1,False,Homo_sapiens
897655,dS3,Epi1,CCL14,ACKR2,False,Homo_sapiens
897656,dS3,Epi1,CCL14,CCR1,False,Homo_sapiens
897657,dS3,Epi1,CCL14,CCR3,False,Homo_sapiens
897658,dS3,Epi1,CCL15,CCR1,False,Homo_sapiens
897659,dS3,Epi1,CCL15,CCR3,False,Homo_sapiens
897660,dS3,Epi1,CCL16,ACKR1,False,Homo_sapiens
897661,dS3,Epi1,CCL16,CCR1,False,Homo_sapiens
897662,dS3,Epi1,CCL16,CCR2,False,Homo_sapiens
897663,dS3,Epi1,CCL16,CCR8,False,Homo_sapiens
897664,dS3,Epi1,CCL16,HRH4,False,Homo_sapiens
897665,dS3,Epi1,CCL17,ACKR1,False,Homo_sapiens
897666,dS3,Epi1,CCL17,ACKR2,False,Homo_sapiens
897667,dS3,Epi1,CCL17,CCR4,False,Homo_sapiens
897668,dS3,Epi1,CCL18,ACKR1,False,Homo_sapiens
897669,dS3,Epi1,CCL18,CCR1,False,Homo_sapiens
897670,dS3,Epi1,CCL18,CCR8,False,Homo_sapiens
897671,dS3,Epi1,CCL19,ACKR4,False,Homo_sapiens
897672,dS3,Epi1,CCL19,CCR7,False,Homo_sapiens
897673,dS3,Epi1,CCL19,CCRL2,False,Homo_sapiens
897674,dS3,Epi1,CCL19,CXCR3,False,Homo_sapiens
897675,dS3,Epi1,CCL2,ACKR1,True,Homo_sapiens
897676,dS3,Epi1,CCL2,ACKR2,False,Homo_sapiens
897677,dS3,Epi1,CCL2,CCR10,False,Homo_sapiens
897678,dS3,Epi1,CCL2,CCR2,False,Homo_sapiens
897679,dS3,Epi1,CCL20,CCR6,False,Homo_sapiens
897680,dS3,Epi1,CCL20,CXCR3,False,Homo_sapiens
897681,dS3,Epi1,CCL21,ACKR4,False,Homo_sapiens
897682,dS3,Epi1,CCL21,CCR7,False,Homo_sapiens
897683,dS3,Epi1,CCL22,ACKR2,False,Homo_sapiens
897684,dS3,Epi1,CCL22,CCR4,False,Homo_sapiens
897685,dS3,Epi1,CCL22,DPP4,False,Homo_sapiens
897686,dS3,Epi1,CCL23,CCR1,False,Homo_sapiens
897687,dS3,Epi1,CCL24,ACKR2,False,Homo_sapiens
897688,dS3,Epi1,CCL24,CCR2,False,Homo_sapiens
897689,dS3,Epi1,CCL24,CCR3,False,Homo_sapiens
897690,dS3,Epi1,CCL25,ACKR4,False,Homo_sapiens
897691,dS3,Epi1,CCL25,CCR9,False,Homo_sapiens
897692,dS3,Epi1,CCL26,ACKR2,False,Homo_sapiens
897693,dS3,Epi1,CCL26,CCR1,False,Homo_sapiens
897694,dS3,Epi1,CCL26,CCR2,False,Homo_sapiens
897695,dS3,Epi1,CCL26,CCR3,False,Homo_sapiens
897696,dS3,Epi1,CCL27,ACKR2,False,Homo_sapiens
897697,dS3,Epi1,CCL27,CCR10,False,Homo_sapiens
897698,dS3,Epi1,CCL28,ACKR2,False,Homo_sapiens
897699,dS3,Epi1,CCL28,CCR10,False,Homo_sapiens
897700,dS3,Epi1,CCL28,CCR3,False,Homo_sapiens
897701,dS3,Epi1,CCL3,ACKR2,False,Homo_sapiens
897702,dS3,Epi1,CCL3,CCR1,False,Homo_sapiens
897703,dS3,Epi1,CCL3,CCR3,False,Homo_sapiens
897704,dS3,Epi1,CCL3,CCR5,False,Homo_sapiens
897705,dS3,Epi1,CCL4,ACKR2,False,Homo_sapiens
897706,dS3,Epi1,CCL4,CCR5,False,Homo_sapiens
897707,dS3,Epi1,CCL4,CCR8,False,Homo_sapiens
897708,dS3,Epi1,CCL4,CNR2,False,Homo_sapiens
897709,dS3,Epi1,CCL5,ACKR1,False,Homo_sapiens
897710,dS3,Epi1,CCL5,ACKR2,False,Homo_sapiens
897711,dS3,Epi1,CCL5,ACKR4,False,Homo_sapiens
897712,dS3,Epi1,CCL5,CCR1,False,Homo_sapiens
897713,dS3,Epi1,CCL5,CCR3,False,Homo_sapiens
897714,dS3,Epi1,CCL5,CCR4,False,Homo_sapiens
897715,dS3,Epi1,CCL5,CCR5,False,Homo_sapiens
897716,dS3,Epi1,CCL5,GPR75,False,Homo_sapiens
897717,dS3,Epi1,CCL7,ACKR1,False,Homo_sapiens
897718,dS3,Epi1,CCL7,ACKR2,False,Homo_sapiens
897719,dS3,Epi1,CCL7,CCR1,False,Homo_sapiens
897720,dS3,Epi1,CCL7,CCR10,False,Homo_sapiens
897721,dS3,Epi1,CCL7,CCR2,False,Homo_sapiens
897722,dS3,Epi1,CCL7,CCR3,False,Homo_sapiens
897723,dS3,Epi1,CCL7,CCR5,False,Homo_sapiens
897724,dS3,Epi1,CCL8,ACKR1,True,Homo_sapiens
897725,dS3,Epi1,CCL8,ACKR2,False,Homo_sapiens
897726,dS3,Epi1,CCL8,ACKR4,False,Homo_sapiens
897727,dS3,Epi1,CCL8,CCR1,False,Homo_sapiens
897728,dS3,Epi1,CCL8,CCR2,False,Homo_sapiens
897729,dS3,Epi1,CCL8,CCR3,False,Homo_sapiens
897730,dS3,Epi1,CCL8,CCR5,False,Homo_sapiens
897731,dS3,Epi1,CD160,TNFRSF14,False,Homo_sapiens
897732,dS3,Epi1,CD274,CD80,False,Homo_sapiens
897733,dS3,Epi1,CD274,PDCD1,False,Homo_sapiens
897734,dS3,Epi1,CD70,CD27,False,Homo_sapiens
897735,dS3,Epi1,CD70,TNFRSF13B,False,Homo_sapiens
897736,dS3,Epi1,CD70,TNFRSF17,False,Homo_sapiens
897737,dS3,Epi1,CD80,CTLA4,False,Homo_sapiens
897738,dS3,Epi1,CD99,PILRA,False,Homo_sapiens
897739,dS3,Epi1,CER1,MRC2,False,Homo_sapiens
897740,dS3,Epi1,CGA,FSHR,False,Homo_sapiens
897741,dS3,Epi1,CGA,LHCGR,False,Homo_sapiens
897742,dS3,Epi1,CGA,TSHR,False,Homo_sapiens
897743,dS3,Epi1,CKLF,LRP6,False,Homo_sapiens
897744,dS3,Epi1,CLEC2A,KLRB1,False,Homo_sapiens
897745,dS3,Epi1,CLEC2A,KLRF2,False,Homo_sapiens
897746,dS3,Epi1,CLEC2B,KLRB1,False,Homo_sapiens
897747,dS3,Epi1,CLEC2B,KLRF1,False,Homo_sapiens
897748,dS3,Epi1,CLEC2D,KLRB1,False,Homo_sapiens
897757,dS3,Epi1,CORT,GHSR,False,Homo_sapiens
897758,dS3,Epi1,CORT,MRGPRX2,False,Homo_sapiens
897759,dS3,Epi1,CORT,SSTR1,False,Homo_sapiens
897760,dS3,Epi1,CORT,SSTR2,False,Homo_sapiens
897761,dS3,Epi1,CORT,SSTR3,False,Homo_sapiens
897762,dS3,Epi1,CORT,SSTR5,False,Homo_sapiens
897763,dS3,Epi1,CRH,CRHR2,False,Homo_sapiens
897764,dS3,Epi1,CSF1,CSF1R,False,Homo_sapiens
897765,dS3,Epi1,CSF2,CSF2RB,False,Homo_sapiens
897766,dS3,Epi1,CSF3,CSF3R,False,Homo_sapiens
898527,dS3,Epi1,CSH2,GHR,False,Homo_sapiens
898528,dS3,Epi1,CSH2,PRLR,False,Homo_sapiens
897767,dS3,Epi1,CTF1,LIFR,False,Homo_sapiens
898529,dS3,Epi1,CTSG,FPR1,False,Homo_sapiens
897768,dS3,Epi1,CX3CL1,CX3CR1,False,Homo_sapiens
897769,dS3,Epi1,CXCL1,ACKR1,False,Homo_sapiens
897770,dS3,Epi1,CXCL1,CXCR1,False,Homo_sapiens
897771,dS3,Epi1,CXCL1,CXCR2,False,Homo_sapiens
897772,dS3,Epi1,CXCL10,ACKR1,False,Homo_sapiens
897773,dS3,Epi1,CXCL10,CXCR3,False,Homo_sapiens
897774,dS3,Epi1,CXCL10,DPP4,False,Homo_sapiens
897775,dS3,Epi1,CXCL11,ACKR1,False,Homo_sapiens
897776,dS3,Epi1,CXCL11,ACKR3,False,Homo_sapiens
897777,dS3,Epi1,CXCL11,CXCR3,False,Homo_sapiens
897778,dS3,Epi1,CXCL11,DPP4,False,Homo_sapiens
897779,dS3,Epi1,CXCL12,ACKR3,False,Homo_sapiens
897780,dS3,Epi1,CXCL12,CXCR3,False,Homo_sapiens
897781,dS3,Epi1,CXCL12,CXCR4,True,Homo_sapiens
897782,dS3,Epi1,CXCL12,DPP4,True,Homo_sapiens
897783,dS3,Epi1,CXCL13,ACKR1,False,Homo_sapiens
897784,dS3,Epi1,CXCL13,ACKR4,False,Homo_sapiens
897785,dS3,Epi1,CXCL13,CXCR3,False,Homo_sapiens
897786,dS3,Epi1,CXCL13,CXCR5,False,Homo_sapiens
897787,dS3,Epi1,CXCL17,GPR35,False,Homo_sapiens
897788,dS3,Epi1,CXCL2,ACKR1,True,Homo_sapiens
897789,dS3,Epi1,CXCL2,CXCR1,False,Homo_sapiens
897790,dS3,Epi1,CXCL2,CXCR2,False,Homo_sapiens
897791,dS3,Epi1,CXCL2,DPP4,True,Homo_sapiens
897792,dS3,Epi1,CXCL3,ACKR1,False,Homo_sapiens
897793,dS3,Epi1,CXCL3,CXCR1,False,Homo_sapiens
897794,dS3,Epi1,CXCL3,CXCR2,False,Homo_sapiens
897795,dS3,Epi1,CXCL5,ACKR1,False,Homo_sapiens
897796,dS3,Epi1,CXCL5,CXCR1,False,Homo_sapiens
897797,dS3,Epi1,CXCL5,CXCR2,False,Homo_sapiens
897798,dS3,Epi1,CXCL6,ACKR1,False,Homo_sapiens
897799,dS3,Epi1,CXCL6,CXCR1,False,Homo_sapiens
897800,dS3,Epi1,CXCL6,CXCR2,False,Homo_sapiens
897801,dS3,Epi1,CXCL8,ACKR1,True,Homo_sapiens
897802,dS3,Epi1,CXCL8,CXCR1,False,Homo_sapiens
897803,dS3,Epi1,CXCL8,CXCR2,False,Homo_sapiens
897804,dS3,Epi1,CXCL9,ACKR1,False,Homo_sapiens
897805,dS3,Epi1,CXCL9,CXCR3,False,Homo_sapiens
897806,dS3,Epi1,CXCL9,DPP4,False,Homo_sapiens
897807,dS3,Epi1,CXCL9,FCGR2A,False,Homo_sapiens
898351,dS3,Epi1,CYP19A1,GPER1,False,Homo_sapiens
898352,dS3,Epi1,CYP2S1,LTB4R2,False,Homo_sapiens
898353,dS3,Epi1,DDC,DRD1,False,Homo_sapiens
898354,dS3,Epi1,DDC,DRD2,False,Homo_sapiens
898355,dS3,Epi1,DDC,DRD3,False,Homo_sapiens
898356,dS3,Epi1,DDC,DRD4,False,Homo_sapiens
898357,dS3,Epi1,DDC,DRD5,False,Homo_sapiens
898358,dS3,Epi1,DDC,HTR1A,False,Homo_sapiens
898359,dS3,Epi1,DDC,HTR1B,False,Homo_sapiens
898360,dS3,Epi1,DDC,HTR1D,False,Homo_sapiens
898361,dS3,Epi1,DDC,HTR1E,False,Homo_sapiens
898362,dS3,Epi1,DDC,HTR1F,False,Homo_sapiens
898363,dS3,Epi1,DDC,HTR2A,False,Homo_sapiens
898364,dS3,Epi1,DDC,HTR2B,False,Homo_sapiens
898365,dS3,Epi1,DDC,HTR2C,False,Homo_sapiens
898366,dS3,Epi1,DDC,HTR4,False,Homo_sapiens
898367,dS3,Epi1,DDC,HTR5A,False,Homo_sapiens
898368,dS3,Epi1,DDC,HTR6,False,Homo_sapiens
898369,dS3,Epi1,DDC,HTR7,False,Homo_sapiens
898530,dS3,Epi1,DEFB4A,CCR6,False,Homo_sapiens
897808,dS3,Epi1,DHH,SMO,False,Homo_sapiens
897809,dS3,Epi1,DLK1,NOTCH2,False,Homo_sapiens
897810,dS3,Epi1,DLK1,NOTCH3,False,Homo_sapiens
897811,dS3,Epi1,DLK1,NOTCH4,False,Homo_sapiens
897812,dS3,Epi1,DLL3,NOTCH2,False,Homo_sapiens
897813,dS3,Epi1,DLL3,NOTCH3,False,Homo_sapiens
897814,dS3,Epi1,DLL3,NOTCH4,False,Homo_sapiens
897815,dS3,Epi1,DLL4,NOTCH2,False,Homo_sapiens
897816,dS3,Epi1,DLL4,NOTCH3,False,Homo_sapiens
897817,dS3,Epi1,DLL4,NOTCH4,False,Homo_sapiens
897818,dS3,Epi1,DPP4,CXCL12,False,Homo_sapiens
897819,dS3,Epi1,EDA,EDA2R,False,Homo_sapiens
897820,dS3,Epi1,EDA,EDAR,False,Homo_sapiens
897821,dS3,Epi1,EDN1,EDNRA,False,Homo_sapiens
897822,dS3,Epi1,EDN1,EDNRB,False,Homo_sapiens
897823,dS3,Epi1,EDN2,EDNRA,False,Homo_sapiens
897824,dS3,Epi1,EDN2,EDNRB,False,Homo_sapiens
897825,dS3,Epi1,EDN3,EDNRA,False,Homo_sapiens
897826,dS3,Epi1,EDN3,EDNRB,False,Homo_sapiens
897827,dS3,Epi1,EGF,EGFR,False,Homo_sapiens
897828,dS3,Epi1,ENHO,GPR19,False,Homo_sapiens
898370,dS3,Epi1,ENPP2,LPAR1,False,Homo_sapiens
898371,dS3,Epi1,ENPP2,LPAR2,False,Homo_sapiens
898372,dS3,Epi1,ENPP2,LPAR3,False,Homo_sapiens
898373,dS3,Epi1,ENPP2,LPAR4,False,Homo_sapiens
898374,dS3,Epi1,ENPP2,LPAR5,False,Homo_sapiens
898375,dS3,Epi1,ENPP2,LPAR6,False,Homo_sapiens
898376,dS3,Epi1,ENPP2,S1PR1,False,Homo_sapiens
898377,dS3,Epi1,ENPP2,S1PR2,True,Homo_sapiens
898378,dS3,Epi1,ENPP2,S1PR3,False,Homo_sapiens
898379,dS3,Epi1,ENPP2,S1PR4,False,Homo_sapiens
898380,dS3,Epi1,ENPP2,S1PR5,False,Homo_sapiens
897829,dS3,Epi1,EPGN,EGFR,False,Homo_sapiens
897830,dS3,Epi1,EPO,EPOR,False,Homo_sapiens
897831,dS3,Epi1,EPOR,EPO,False,Homo_sapiens
897832,dS3,Epi1,EREG,EGFR,False,Homo_sapiens
897833,dS3,Epi1,EREG,ERBB4,False,Homo_sapiens
897834,dS3,Epi1,FAM3C,GLRA2,False,Homo_sapiens
897835,dS3,Epi1,FAM3C,LAMP1,True,Homo_sapiens
897836,dS3,Epi1,FASLG,FAS,False,Homo_sapiens
897837,dS3,Epi1,FASLG,TNFRSF10B,False,Homo_sapiens
897838,dS3,Epi1,FGF1,FGFR1,False,Homo_sapiens
897839,dS3,Epi1,FGF1,FGFR2,False,Homo_sapiens
897840,dS3,Epi1,FGF1,FGFR3,False,Homo_sapiens
897841,dS3,Epi1,FGF1,FGFR4,False,Homo_sapiens
897842,dS3,Epi1,FGF1,TGFBR3,False,Homo_sapiens
897843,dS3,Epi1,FGF16,FGFR1,False,Homo_sapiens
897844,dS3,Epi1,FGF16,FGFR2,False,Homo_sapiens
897845,dS3,Epi1,FGF16,FGFR3,False,Homo_sapiens
897846,dS3,Epi1,FGF16,FGFR4,False,Homo_sapiens
897847,dS3,Epi1,FGF17,FGFR1,False,Homo_sapiens
897848,dS3,Epi1,FGF17,FGFR2,False,Homo_sapiens
897849,dS3,Epi1,FGF17,FGFR3,False,Homo_sapiens
897850,dS3,Epi1,FGF17,FGFR4,False,Homo_sapiens
897851,dS3,Epi1,FGF18,FGFR1,False,Homo_sapiens
897852,dS3,Epi1,FGF18,FGFR2,False,Homo_sapiens
897853,dS3,Epi1,FGF18,FGFR3,False,Homo_sapiens
897854,dS3,Epi1,FGF18,FGFR4,False,Homo_sapiens
897855,dS3,Epi1,FGF19,FGFR1,False,Homo_sapiens
897856,dS3,Epi1,FGF19,FGFR2,False,Homo_sapiens
897857,dS3,Epi1,FGF19,FGFR3,False,Homo_sapiens
897858,dS3,Epi1,FGF19,FGFR4,False,Homo_sapiens
897859,dS3,Epi1,FGF2,FGFR1,False,Homo_sapiens
897860,dS3,Epi1,FGF2,FGFR2,False,Homo_sapiens
897861,dS3,Epi1,FGF2,FGFR3,False,Homo_sapiens
897862,dS3,Epi1,FGF2,FGFR4,False,Homo_sapiens
897863,dS3,Epi1,FGF20,FGFR1,False,Homo_sapiens
897864,dS3,Epi1,FGF20,FGFR2,False,Homo_sapiens
897865,dS3,Epi1,FGF20,FGFR3,False,Homo_sapiens
897866,dS3,Epi1,FGF20,FGFR4,False,Homo_sapiens
897867,dS3,Epi1,FGF22,FGFR2,False,Homo_sapiens
897868,dS3,Epi1,FGF23,FGFR1,False,Homo_sapiens
897869,dS3,Epi1,FGF23,FGFR2,False,Homo_sapiens
897870,dS3,Epi1,FGF23,FGFR3,False,Homo_sapiens
897871,dS3,Epi1,FGF23,FGFR4,False,Homo_sapiens
897872,dS3,Epi1,FGF3,FGFR1,False,Homo_sapiens
897873,dS3,Epi1,FGF3,FGFR2,False,Homo_sapiens
897874,dS3,Epi1,FGF3,FGFR3,False,Homo_sapiens
897875,dS3,Epi1,FGF3,FGFR4,False,Homo_sapiens
897876,dS3,Epi1,FGF4,FGFR1,False,Homo_sapiens
897877,dS3,Epi1,FGF4,FGFR2,False,Homo_sapiens
897878,dS3,Epi1,FGF4,FGFR3,False,Homo_sapiens
897879,dS3,Epi1,FGF4,FGFR4,False,Homo_sapiens
897880,dS3,Epi1,FGF5,FGFR1,False,Homo_sapiens
897881,dS3,Epi1,FGF5,FGFR2,False,Homo_sapiens
897882,dS3,Epi1,FGF5,FGFR3,False,Homo_sapiens
897883,dS3,Epi1,FGF5,FGFR4,False,Homo_sapiens
897884,dS3,Epi1,FGF6,FGFR1,False,Homo_sapiens
897885,dS3,Epi1,FGF6,FGFR2,False,Homo_sapiens
897886,dS3,Epi1,FGF6,FGFR3,False,Homo_sapiens
897887,dS3,Epi1,FGF6,FGFR4,False,Homo_sapiens
897888,dS3,Epi1,FGF7,FGFR1,False,Homo_sapiens
897889,dS3,Epi1,FGF7,FGFR2,False,Homo_sapiens
897890,dS3,Epi1,FGF7,FGFR3,False,Homo_sapiens
897891,dS3,Epi1,FGF7,FGFR4,False,Homo_sapiens
897892,dS3,Epi1,FGF8,FGFR1,False,Homo_sapiens
897893,dS3,Epi1,FGF8,FGFR2,False,Homo_sapiens
897894,dS3,Epi1,FGF8,FGFR3,False,Homo_sapiens
897895,dS3,Epi1,FGF8,FGFR4,False,Homo_sapiens
897896,dS3,Epi1,FGF9,FGFR1,False,Homo_sapiens
897897,dS3,Epi1,FGF9,FGFR2,False,Homo_sapiens
897898,dS3,Epi1,FGF9,FGFR3,False,Homo_sapiens
897899,dS3,Epi1,FGF9,FGFR4,False,Homo_sapiens
897900,dS3,Epi1,FGFR3,FGF8,False,Homo_sapiens
897901,dS3,Epi1,FGFR3,FGF9,False,Homo_sapiens
897902,dS3,Epi1,FGFR4,FGF8,False,Homo_sapiens
897903,dS3,Epi1,FGFR4,FGF9,False,Homo_sapiens
897904,dS3,Epi1,FLT3LG,FLT3,False,Homo_sapiens
897905,dS3,Epi1,FSHB,FSHR,False,Homo_sapiens
898381,dS3,Epi1,FTCD,GRM1,False,Homo_sapiens
898382,dS3,Epi1,FTCD,GRM2,False,Homo_sapiens
898383,dS3,Epi1,FTCD,GRM3,False,Homo_sapiens
898384,dS3,Epi1,FTCD,GRM4,False,Homo_sapiens
898385,dS3,Epi1,FTCD,GRM5,False,Homo_sapiens
898386,dS3,Epi1,FTCD,GRM6,False,Homo_sapiens
898387,dS3,Epi1,FTCD,GRM7,False,Homo_sapiens
898388,dS3,Epi1,FTCD,GRM8,False,Homo_sapiens
897906,dS3,Epi1,GAL,GALR1,False,Homo_sapiens
897907,dS3,Epi1,GAL,GALR2,False,Homo_sapiens
897908,dS3,Epi1,GAL,GALR3,False,Homo_sapiens
897909,dS3,Epi1,GAL,GPR151,False,Homo_sapiens
897910,dS3,Epi1,GALP,GALR1,False,Homo_sapiens
897911,dS3,Epi1,GALP,GALR2,False,Homo_sapiens
897912,dS3,Epi1,GALP,GALR3,False,Homo_sapiens
897913,dS3,Epi1,GAST,CCKBR,False,Homo_sapiens
897914,dS3,Epi1,GCG,DPP4,False,Homo_sapiens
897915,dS3,Epi1,GCG,GCGR,False,Homo_sapiens
897916,dS3,Epi1,GCG,GIPR,False,Homo_sapiens
897917,dS3,Epi1,GCG,GLP1R,False,Homo_sapiens
897918,dS3,Epi1,GCG,GLP2R,False,Homo_sapiens
897919,dS3,Epi1,GDF10,ACVR2B,False,Homo_sapiens
897920,dS3,Epi1,GDF11,ACVR2A,False,Homo_sapiens
897921,dS3,Epi1,GDF11,ACVR2B,False,Homo_sapiens
897922,dS3,Epi1,GDF11,TGFBR1,False,Homo_sapiens
897923,dS3,Epi1,GDF15,GFRAL,False,Homo_sapiens
897924,dS3,Epi1,GDF2,ACVRL1,False,Homo_sapiens
897925,dS3,Epi1,GDF2,BMPR2,False,Homo_sapiens
897926,dS3,Epi1,GDF3,ACVR2A,False,Homo_sapiens
897928,dS3,Epi1,GDF3,ACVR2B,False,Homo_sapiens
897927,dS3,Epi1,GDF3,CFC1,False,Homo_sapiens
897929,dS3,Epi1,GDF5,BMPR1A,False,Homo_sapiens
897930,dS3,Epi1,GDF5,BMPR1B,False,Homo_sapiens
897931,dS3,Epi1,GDF5,BMPR2,False,Homo_sapiens
897932,dS3,Epi1,GDF6,BMPR1A,False,Homo_sapiens
897933,dS3,Epi1,GDF6,BMPR1B,False,Homo_sapiens
897934,dS3,Epi1,GDF6,BMPR2,False,Homo_sapiens
897935,dS3,Epi1,GDF7,BMPR1A,False,Homo_sapiens
897936,dS3,Epi1,GDF7,BMPR1B,False,Homo_sapiens
897937,dS3,Epi1,GDF7,BMPR2,False,Homo_sapiens
897938,dS3,Epi1,GDF9,TGFBR1,False,Homo_sapiens
897939,dS3,Epi1,GDNF,RET,False,Homo_sapiens
897940,dS3,Epi1,GH1,GHR,False,Homo_sapiens
897941,dS3,Epi1,GH1,PRLR,False,Homo_sapiens
897942,dS3,Epi1,GH2,GHR,False,Homo_sapiens
898531,dS3,Epi1,GH2,PRLR,False,Homo_sapiens
897943,dS3,Epi1,GHRH,GHRHR,False,Homo_sapiens
897944,dS3,Epi1,GHRH,GHSR,False,Homo_sapiens
897945,dS3,Epi1,GHRH,VIPR1,False,Homo_sapiens
897946,dS3,Epi1,GHRH,VIPR2,False,Homo_sapiens
897947,dS3,Epi1,GHRL,GHRHR,False,Homo_sapiens
897948,dS3,Epi1,GHRL,GHSR,False,Homo_sapiens
897949,dS3,Epi1,GHRL,MLNR,False,Homo_sapiens
897950,dS3,Epi1,GHRL,PTGER3,False,Homo_sapiens
897951,dS3,Epi1,GHRL,PTGIR,False,Homo_sapiens
897952,dS3,Epi1,GHRL,TBXA2R,False,Homo_sapiens
898532,dS3,Epi1,GIP,ADGRB2,False,Homo_sapiens
897953,dS3,Epi1,GIP,DPP4,False,Homo_sapiens
897954,dS3,Epi1,GIP,GIPR,False,Homo_sapiens
898389,dS3,Epi1,GLS,GRM1,False,Homo_sapiens
898390,dS3,Epi1,GLS,GRM2,False,Homo_sapiens
898391,dS3,Epi1,GLS,GRM3,False,Homo_sapiens
898392,dS3,Epi1,GLS,GRM4,False,Homo_sapiens
