,source,target,ligand,receptor,cpm_threshold,species
898393,dS3,Epi1,GLS,GRM5,False,Homo_sapiens
898394,dS3,Epi1,GLS,GRM6,False,Homo_sapiens
898395,dS3,Epi1,GLS,GRM7,False,Homo_sapiens
898396,dS3,Epi1,GLS,GRM8,False,Homo_sapiens
898397,dS3,Epi1,GLS2,GRM1,False,Homo_sapiens
898398,dS3,Epi1,GLS2,GRM2,False,Homo_sapiens
898399,dS3,Epi1,GLS2,GRM3,False,Homo_sapiens
898400,dS3,Epi1,GLS2,GRM4,False,Homo_sapiens
898401,dS3,Epi1,GLS2,GRM5,False,Homo_sapiens
898402,dS3,Epi1,GLS2,GRM6,False,Homo_sapiens
898403,dS3,Epi1,GLS2,GRM7,False,Homo_sapiens
898404,dS3,Epi1,GLS2,GRM8,False,Homo_sapiens
898405,dS3,Epi1,GLUD1,GRM1,False,Homo_sapiens
898406,dS3,Epi1,GLUD1,GRM2,False,Homo_sapiens
898407,dS3,Epi1,GLUD1,GRM3,False,Homo_sapiens
898408,dS3,Epi1,GLUD1,GRM4,False,Homo_sapiens
898409,dS3,Epi1,GLUD1,GRM5,False,Homo_sapiens
898410,dS3,Epi1,GLUD1,GRM6,False,Homo_sapiens
898411,dS3,Epi1,GLUD1,GRM7,False,Homo_sapiens
898412,dS3,Epi1,GLUD1,GRM8,False,Homo_sapiens
898413,dS3,Epi1,GLUD1,OXGR1,False,Homo_sapiens
898414,dS3,Epi1,GLUD2,GRM1,False,Homo_sapiens
898415,dS3,Epi1,GLUD2,GRM2,False,Homo_sapiens
898416,dS3,Epi1,GLUD2,GRM3,False,Homo_sapiens
898417,dS3,Epi1,GLUD2,GRM4,False,Homo_sapiens
898418,dS3,Epi1,GLUD2,GRM5,False,Homo_sapiens
898419,dS3,Epi1,GLUD2,GRM6,False,Homo_sapiens
898420,dS3,Epi1,GLUD2,GRM7,False,Homo_sapiens
898421,dS3,Epi1,GLUD2,GRM8,False,Homo_sapiens
898422,dS3,Epi1,GLUD2,OXGR1,False,Homo_sapiens
897955,dS3,Epi1,GNRH1,GNRHR,False,Homo_sapiens
897956,dS3,Epi1,GNRH2,GNRHR,False,Homo_sapiens
897957,dS3,Epi1,GRN,CLEC4M,False,Homo_sapiens
897958,dS3,Epi1,GRN,EGFR,False,Homo_sapiens
897959,dS3,Epi1,GRN,TNFRSF1A,True,Homo_sapiens
897960,dS3,Epi1,GRN,TNFRSF1B,False,Homo_sapiens
897961,dS3,Epi1,GRP,GRPR,False,Homo_sapiens
897962,dS3,Epi1,GUCA2A,GUCY2C,False,Homo_sapiens
897963,dS3,Epi1,GUCA2B,GUCY2C,False,Homo_sapiens
897964,dS3,Epi1,HBEGF,EGFR,False,Homo_sapiens
897965,dS3,Epi1,HBEGF,ERBB4,False,Homo_sapiens
897966,dS3,Epi1,HCRT,HCRTR1,False,Homo_sapiens
897967,dS3,Epi1,HCRT,HCRTR2,False,Homo_sapiens
898423,dS3,Epi1,HDC,HRH1,False,Homo_sapiens
898424,dS3,Epi1,HDC,HRH2,False,Homo_sapiens
898425,dS3,Epi1,HDC,HRH3,False,Homo_sapiens
898426,dS3,Epi1,HDC,HRH4,False,Homo_sapiens
897968,dS3,Epi1,HGF,MET,False,Homo_sapiens
897969,dS3,Epi1,HLA-B,KIR3DL2,False,Homo_sapiens
897970,dS3,Epi1,HLA-C,KIR3DL3,False,Homo_sapiens
897971,dS3,Epi1,HLA-DPA1,CD4,False,Homo_sapiens
897972,dS3,Epi1,HLA-DQA2,CD4,False,Homo_sapiens
897974,dS3,Epi1,HLA-E,KLRC1,True,Homo_sapiens
897975,dS3,Epi1,HLA-E,KLRC2,False,Homo_sapiens
897973,dS3,Epi1,HLA-E,KLRD1,False,Homo_sapiens
897976,dS3,Epi1,HLA-E,KLRK1,False,Homo_sapiens
897977,dS3,Epi1,HLA-F,KIR3DL2,False,Homo_sapiens
897978,dS3,Epi1,HLA-F,LILRB1,False,Homo_sapiens
897979,dS3,Epi1,HLA-G,LILRB1,False,Homo_sapiens
898427,dS3,Epi1,HPGDS,TBXA2R,False,Homo_sapiens
898428,dS3,Epi1,HSD11B1,NR3C1,True,Homo_sapiens
898429,dS3,Epi1,HSD17B1,GPER1,False,Homo_sapiens
898430,dS3,Epi1,HSD17B2,ESR1,False,Homo_sapiens
898431,dS3,Epi1,HSD17B2,ESR2,False,Homo_sapiens
898432,dS3,Epi1,HSD17B2,GPER1,False,Homo_sapiens
898433,dS3,Epi1,HSD3B1,NR3C1,False,Homo_sapiens
898434,dS3,Epi1,HSD3B1,PAQR3,False,Homo_sapiens
898435,dS3,Epi1,HSD3B1,PAQR4,False,Homo_sapiens
898436,dS3,Epi1,HSD3B1,PAQR5,False,Homo_sapiens
898437,dS3,Epi1,HSD3B1,PAQR6,False,Homo_sapiens
898438,dS3,Epi1,HSD3B1,PAQR7,False,Homo_sapiens
898439,dS3,Epi1,HSD3B1,PAQR8,False,Homo_sapiens
898440,dS3,Epi1,HSD3B1,PAQR9,False,Homo_sapiens
898441,dS3,Epi1,HSD3B1,PGR,False,Homo_sapiens
897980,dS3,Epi1,IAPP,CALCR,False,Homo_sapiens
898442,dS3,Epi1,IDH1,OXGR1,False,Homo_sapiens
898443,dS3,Epi1,IDH2,OXGR1,False,Homo_sapiens
897981,dS3,Epi1,IFNA14,IFNAR2,False,Homo_sapiens
897982,dS3,Epi1,IFNA21,IFNAR2,False,Homo_sapiens
897983,dS3,Epi1,IFNB1,IFNAR2,False,Homo_sapiens
897984,dS3,Epi1,IFNE,IFNAR2,False,Homo_sapiens
897985,dS3,Epi1,IFNG,IFNGR2,False,Homo_sapiens
897986,dS3,Epi1,IFNK,IFNAR2,False,Homo_sapiens
897987,dS3,Epi1,IFNL1,IL10RB,False,Homo_sapiens
897988,dS3,Epi1,IFNL2,IL10RB,False,Homo_sapiens
897989,dS3,Epi1,IFNL3,IL10RB,False,Homo_sapiens
897990,dS3,Epi1,IFNW1,IFNAR2,False,Homo_sapiens
897991,dS3,Epi1,IGF1,IGF1R,False,Homo_sapiens
897992,dS3,Epi1,IGF2,IGF1R,False,Homo_sapiens
897993,dS3,Epi1,IGF2,IGF2R,False,Homo_sapiens
897994,dS3,Epi1,IGFL1,IGFLR1,False,Homo_sapiens
897995,dS3,Epi1,IGFL2,IGFLR1,False,Homo_sapiens
897996,dS3,Epi1,IGFL3,IGFLR1,False,Homo_sapiens
897997,dS3,Epi1,IHH,SMO,False,Homo_sapiens
897998,dS3,Epi1,IL10,IL10RB,False,Homo_sapiens
897999,dS3,Epi1,IL11,IL6ST,False,Homo_sapiens
897750,dS3,Epi1,IL12B,IL12RB2,False,Homo_sapiens
898001,dS3,Epi1,IL13,IL13RA1,False,Homo_sapiens
898002,dS3,Epi1,IL13,IL13RA2,False,Homo_sapiens
898000,dS3,Epi1,IL13,IL4R,False,Homo_sapiens
898003,dS3,Epi1,IL13,TMEM219,False,Homo_sapiens
898006,dS3,Epi1,IL15,IL15RA,False,Homo_sapiens
898004,dS3,Epi1,IL15,IL2RB,False,Homo_sapiens
898005,dS3,Epi1,IL15,IL2RG,False,Homo_sapiens
898007,dS3,Epi1,IL16,CD4,False,Homo_sapiens
898008,dS3,Epi1,IL16,GRIN2A,False,Homo_sapiens
898009,dS3,Epi1,IL16,GRIN2B,False,Homo_sapiens
898010,dS3,Epi1,IL16,GRIN2C,False,Homo_sapiens
898011,dS3,Epi1,IL16,GRIN2D,False,Homo_sapiens
898012,dS3,Epi1,IL17A,IL17RC,False,Homo_sapiens
898013,dS3,Epi1,IL17B,IL17RB,False,Homo_sapiens
898014,dS3,Epi1,IL17C,IL17RE,False,Homo_sapiens
897752,dS3,Epi1,IL17F,IL17RC,False,Homo_sapiens
898015,dS3,Epi1,IL18,IL18RAP,False,Homo_sapiens
898016,dS3,Epi1,IL19,IL20RB,False,Homo_sapiens
898018,dS3,Epi1,IL1A,IL1R2,False,Homo_sapiens
898017,dS3,Epi1,IL1A,IL1RAP,False,Homo_sapiens
898019,dS3,Epi1,IL1B,ADRB2,False,Homo_sapiens
898021,dS3,Epi1,IL1B,IL1R2,True,Homo_sapiens
898020,dS3,Epi1,IL1B,IL1RAP,False,Homo_sapiens
898022,dS3,Epi1,IL2,NGFR,False,Homo_sapiens
898023,dS3,Epi1,IL20,IL20RB,False,Homo_sapiens
898024,dS3,Epi1,IL20,IL22RA1,False,Homo_sapiens
898025,dS3,Epi1,IL21,IL2RG,False,Homo_sapiens
897751,dS3,Epi1,IL23A,IL23R,False,Homo_sapiens
898026,dS3,Epi1,IL24,IL20RB,False,Homo_sapiens
898027,dS3,Epi1,IL24,IL22RA1,False,Homo_sapiens
898028,dS3,Epi1,IL26,IL20RA,False,Homo_sapiens
897749,dS3,Epi1,IL27,IL6ST,False,Homo_sapiens
898029,dS3,Epi1,IL3,IL3RA,False,Homo_sapiens
898030,dS3,Epi1,IL31,OSMR,False,Homo_sapiens
898031,dS3,Epi1,IL33,IL1RL1,False,Homo_sapiens
898032,dS3,Epi1,IL34,CSF1R,False,Homo_sapiens
898033,dS3,Epi1,IL36A,IL1RL2,False,Homo_sapiens
898034,dS3,Epi1,IL36B,IL1RL2,False,Homo_sapiens
898035,dS3,Epi1,IL36G,IL1RL2,False,Homo_sapiens
898036,dS3,Epi1,IL37,SIGIRR,False,Homo_sapiens
898038,dS3,Epi1,IL4,IL13RA2,False,Homo_sapiens
898037,dS3,Epi1,IL4,IL4R,False,Homo_sapiens
898039,dS3,Epi1,IL5,IL5RA,False,Homo_sapiens
898041,dS3,Epi1,IL6,HRH1,False,Homo_sapiens
898040,dS3,Epi1,IL6,IL6ST,False,Homo_sapiens
898042,dS3,Epi1,IL7,IL7R,False,Homo_sapiens
898043,dS3,Epi1,IL9,IL9R,False,Homo_sapiens
898044,dS3,Epi1,INHA,TGFBR3,False,Homo_sapiens
897753,dS3,Epi1,INHBA,ACVR2A,False,Homo_sapiens
898045,dS3,Epi1,INHBA,ACVR2B,False,Homo_sapiens
897755,dS3,Epi1,INHBB,ACVR2A,False,Homo_sapiens
897754,dS3,Epi1,INHBB,ACVR2B,False,Homo_sapiens
898046,dS3,Epi1,INHBC,ACVR2A,False,Homo_sapiens
898047,dS3,Epi1,INHBC,ACVR2B,False,Homo_sapiens
898048,dS3,Epi1,INHBE,ACVR2A,False,Homo_sapiens
898049,dS3,Epi1,INHBE,ACVR2B,False,Homo_sapiens
898050,dS3,Epi1,INSL3,RXFP1,False,Homo_sapiens
898051,dS3,Epi1,INSL3,RXFP2,False,Homo_sapiens
898052,dS3,Epi1,INSL5,RXFP3,False,Homo_sapiens
898053,dS3,Epi1,INSL5,RXFP4,False,Homo_sapiens
898054,dS3,Epi1,JAG2,NOTCH2,False,Homo_sapiens
898055,dS3,Epi1,JAG2,NOTCH3,False,Homo_sapiens
898056,dS3,Epi1,JAG2,NOTCH4,False,Homo_sapiens
898057,dS3,Epi1,KDR,VEGFA,False,Homo_sapiens
898058,dS3,Epi1,KISS1,KISS1R,False,Homo_sapiens
898059,dS3,Epi1,KITLG,EPOR,False,Homo_sapiens
898060,dS3,Epi1,KITLG,KIT,False,Homo_sapiens
898444,dS3,Epi1,LDHA,HCAR1,False,Homo_sapiens
898061,dS3,Epi1,LEAP2,GHSR,False,Homo_sapiens
898062,dS3,Epi1,LEP,LEPR,False,Homo_sapiens
898063,dS3,Epi1,LGALS9,HAVCR2,False,Homo_sapiens
898064,dS3,Epi1,LGALS9,MRC2,False,Homo_sapiens
898065,dS3,Epi1,LHB,LHCGR,False,Homo_sapiens
898066,dS3,Epi1,LIF,LIFR,False,Homo_sapiens
898067,dS3,Epi1,LTA,LTBR,False,Homo_sapiens
898068,dS3,Epi1,LTA,RIPK1,False,Homo_sapiens
898069,dS3,Epi1,LTA,TNFRSF14,False,Homo_sapiens
898070,dS3,Epi1,LTA,TNFRSF1A,False,Homo_sapiens
898071,dS3,Epi1,LTA,TNFRSF1B,False,Homo_sapiens
898445,dS3,Epi1,LTA4H,LTB4R,False,Homo_sapiens
897756,dS3,Epi1,LTB,LTBR,False,Homo_sapiens
898072,dS3,Epi1,MDK,ALK,False,Homo_sapiens
898073,dS3,Epi1,MDK,NCL,True,Homo_sapiens
898074,dS3,Epi1,MICA,KLRK1,False,Homo_sapiens
898075,dS3,Epi1,MICB,KLRK1,False,Homo_sapiens
898076,dS3,Epi1,MIF,ACKR3,False,Homo_sapiens
898077,dS3,Epi1,MIF,CD74,True,Homo_sapiens
898078,dS3,Epi1,MIF,CXCR2,False,Homo_sapiens
898079,dS3,Epi1,MIF,CXCR4,True,Homo_sapiens
898080,dS3,Epi1,MIF,EGFR,False,Homo_sapiens
898081,dS3,Epi1,MLN,MLNR,False,Homo_sapiens
898533,dS3,Epi1,MMP13,F2R,False,Homo_sapiens
898082,dS3,Epi1,MST1,MST1R,False,Homo_sapiens
898083,dS3,Epi1,MSTN,ACVR2A,False,Homo_sapiens
898084,dS3,Epi1,MSTN,ACVR2B,False,Homo_sapiens
898085,dS3,Epi1,MSTN,TGFBR1,False,Homo_sapiens
898086,dS3,Epi1,NCR3LG1,NCR3,False,Homo_sapiens
898087,dS3,Epi1,NGF,NGFR,False,Homo_sapiens
898088,dS3,Epi1,NGF,NTRK1,False,Homo_sapiens
898089,dS3,Epi1,NMB,NMBR,False,Homo_sapiens
898090,dS3,Epi1,NMS,NMUR1,False,Homo_sapiens
898091,dS3,Epi1,NMS,NMUR2,False,Homo_sapiens
898092,dS3,Epi1,NMU,NMUR1,False,Homo_sapiens
898093,dS3,Epi1,NMU,NMUR2,False,Homo_sapiens
898094,dS3,Epi1,NODAL,ACVR2A,False,Homo_sapiens
898096,dS3,Epi1,NODAL,ACVR2B,False,Homo_sapiens
898095,dS3,Epi1,NODAL,CFC1,False,Homo_sapiens
898097,dS3,Epi1,NODAL,TDGF1,False,Homo_sapiens
898098,dS3,Epi1,NPB,NPBWR2,False,Homo_sapiens
898099,dS3,Epi1,NPFF,NPFFR1,False,Homo_sapiens
898100,dS3,Epi1,NPFF,NPFFR2,False,Homo_sapiens
898101,dS3,Epi1,NPPA,NPR1,False,Homo_sapiens
898102,dS3,Epi1,NPPA,NPR2,False,Homo_sapiens
898103,dS3,Epi1,NPPA,NPR3,False,Homo_sapiens
898104,dS3,Epi1,NPPB,DPP4,False,Homo_sapiens
898105,dS3,Epi1,NPPB,NPR1,False,Homo_sapiens
898106,dS3,Epi1,NPPB,NPR2,False,Homo_sapiens
898107,dS3,Epi1,NPPB,NPR3,False,Homo_sapiens
898108,dS3,Epi1,NPPC,NPR1,False,Homo_sapiens
898109,dS3,Epi1,NPPC,NPR2,False,Homo_sapiens
898110,dS3,Epi1,NPPC,NPR3,False,Homo_sapiens
898111,dS3,Epi1,NPVF,NPFFR1,False,Homo_sapiens
898112,dS3,Epi1,NPVF,NPFFR2,False,Homo_sapiens
898113,dS3,Epi1,NPW,NPBWR2,False,Homo_sapiens
898114,dS3,Epi1,NPY,NPY1R,False,Homo_sapiens
898115,dS3,Epi1,NPY,NPY2R,False,Homo_sapiens
898116,dS3,Epi1,NPY,NPY4R,False,Homo_sapiens
898117,dS3,Epi1,NPY,NPY5R,False,Homo_sapiens
898118,dS3,Epi1,NRG2,ERBB3,False,Homo_sapiens
898119,dS3,Epi1,NRG2,ERBB4,False,Homo_sapiens
898120,dS3,Epi1,NRG3,ERBB4,False,Homo_sapiens
898121,dS3,Epi1,NRG4,ERBB4,False,Homo_sapiens
898122,dS3,Epi1,NRTN,RET,False,Homo_sapiens
898123,dS3,Epi1,NTF3,NGFR,False,Homo_sapiens
898124,dS3,Epi1,NTF3,NTRK1,False,Homo_sapiens
898125,dS3,Epi1,NTF3,NTRK2,False,Homo_sapiens
898126,dS3,Epi1,NTF3,NTRK3,False,Homo_sapiens
898127,dS3,Epi1,NTF4,NGFR,False,Homo_sapiens
898128,dS3,Epi1,NTF4,NTRK2,False,Homo_sapiens
898129,dS3,Epi1,NTS,NTSR1,False,Homo_sapiens
898130,dS3,Epi1,NTS,NTSR2,False,Homo_sapiens
898131,dS3,Epi1,OSM,OSMR,False,Homo_sapiens
898132,dS3,Epi1,OSTN,NPR3,False,Homo_sapiens
898133,dS3,Epi1,OXT,OXTR,False,Homo_sapiens
898134,dS3,Epi1,PDCD1LG2,PDCD1,False,Homo_sapiens
898135,dS3,Epi1,PDGFA,PDGFRA,False,Homo_sapiens
898136,dS3,Epi1,PDGFA,PDGFRB,False,Homo_sapiens
898137,dS3,Epi1,PDGFB,PDGFRA,False,Homo_sapiens
898138,dS3,Epi1,PDGFB,PDGFRB,False,Homo_sapiens
898139,dS3,Epi1,PDGFC,FLT4,False,Homo_sapiens
898140,dS3,Epi1,PDGFC,PDGFRA,False,Homo_sapiens
898141,dS3,Epi1,PDGFD,PDGFRB,False,Homo_sapiens
898142,dS3,Epi1,PDYN,OPRD1,False,Homo_sapiens
898143,dS3,Epi1,PDYN,OPRK1,False,Homo_sapiens
898144,dS3,Epi1,PDYN,OPRM1,False,Homo_sapiens
898145,dS3,Epi1,PENK,MRGPRX1,False,Homo_sapiens
898146,dS3,Epi1,PENK,OPRD1,False,Homo_sapiens
898147,dS3,Epi1,PENK,OPRK1,False,Homo_sapiens
898148,dS3,Epi1,PENK,OPRL1,False,Homo_sapiens
898149,dS3,Epi1,PENK,OPRM1,False,Homo_sapiens
898150,dS3,Epi1,PF4,ACKR1,False,Homo_sapiens
898151,dS3,Epi1,PF4,CXCR3,False,Homo_sapiens
898152,dS3,Epi1,PF4V1,CXCR3,False,Homo_sapiens
898153,dS3,Epi1,PGF,FLT1,False,Homo_sapiens
898154,dS3,Epi1,PMCH,MCHR1,False,Homo_sapiens
898155,dS3,Epi1,PMCH,MCHR2,False,Homo_sapiens
898156,dS3,Epi1,PMCH,MERTK,False,Homo_sapiens
898446,dS3,Epi1,PNMT,ADRA1A,False,Homo_sapiens
898447,dS3,Epi1,PNMT,ADRA1B,False,Homo_sapiens
898448,dS3,Epi1,PNMT,ADRA1D,False,Homo_sapiens
898449,dS3,Epi1,PNMT,ADRA2A,False,Homo_sapiens
898450,dS3,Epi1,PNMT,ADRA2B,False,Homo_sapiens
898451,dS3,Epi1,PNMT,ADRA2C,False,Homo_sapiens
898452,dS3,Epi1,PNMT,ADRB1,False,Homo_sapiens
898453,dS3,Epi1,PNMT,ADRB2,False,Homo_sapiens
898454,dS3,Epi1,PNMT,ADRB3,False,Homo_sapiens
898157,dS3,Epi1,POMC,MC1R,False,Homo_sapiens
898158,dS3,Epi1,POMC,MC2R,False,Homo_sapiens
898159,dS3,Epi1,POMC,MC3R,False,Homo_sapiens
898160,dS3,Epi1,POMC,MC4R,False,Homo_sapiens
898161,dS3,Epi1,POMC,MC5R,False,Homo_sapiens
898162,dS3,Epi1,POMC,OPRD1,False,Homo_sapiens
898163,dS3,Epi1,POMC,OPRK1,False,Homo_sapiens
898164,dS3,Epi1,POMC,OPRM1,False,Homo_sapiens
898165,dS3,Epi1,PPBP,CXCR1,False,Homo_sapiens
898166,dS3,Epi1,PPBP,CXCR2,False,Homo_sapiens
898167,dS3,Epi1,PPY,NPY1R,False,Homo_sapiens
898168,dS3,Epi1,PPY,NPY2R,False,Homo_sapiens
898169,dS3,Epi1,PPY,NPY4R,False,Homo_sapiens
898170,dS3,Epi1,PPY,NPY5R,False,Homo_sapiens
898171,dS3,Epi1,PRL,PRLR,False,Homo_sapiens
898172,dS3,Epi1,PRLH,PRLHR,False,Homo_sapiens
898173,dS3,Epi1,PROK1,PROKR1,False,Homo_sapiens
898174,dS3,Epi1,PROK1,PROKR2,False,Homo_sapiens
898175,dS3,Epi1,PROK2,PROKR1,False,Homo_sapiens
898176,dS3,Epi1,PROK2,PROKR2,False,Homo_sapiens
898177,dS3,Epi1,PSPN,RET,False,Homo_sapiens
898455,dS3,Epi1,PTDSS1,ADGRB1,False,Homo_sapiens
898456,dS3,Epi1,PTGDS,PTGDR,False,Homo_sapiens
898457,dS3,Epi1,PTGDS,PTGDR2,False,Homo_sapiens
898458,dS3,Epi1,PTGDS,PTGER1,False,Homo_sapiens
898459,dS3,Epi1,PTGDS,PTGER2,True,Homo_sapiens
898460,dS3,Epi1,PTGDS,PTGER3,False,Homo_sapiens
898461,dS3,Epi1,PTGDS,PTGER4,False,Homo_sapiens
898462,dS3,Epi1,PTGDS,PTGFR,False,Homo_sapiens
898463,dS3,Epi1,PTGDS,PTGIR,False,Homo_sapiens
898464,dS3,Epi1,PTGES,PTGDR,False,Homo_sapiens
898465,dS3,Epi1,PTGES,PTGDR2,False,Homo_sapiens
898466,dS3,Epi1,PTGES,PTGER1,False,Homo_sapiens
898467,dS3,Epi1,PTGES,PTGER2,False,Homo_sapiens
898468,dS3,Epi1,PTGES,PTGER3,False,Homo_sapiens
898469,dS3,Epi1,PTGES,PTGER4,False,Homo_sapiens
898470,dS3,Epi1,PTGES,PTGFR,False,Homo_sapiens
898471,dS3,Epi1,PTGES,PTGIR,False,Homo_sapiens
898472,dS3,Epi1,PTGES,TBXA2R,False,Homo_sapiens
898473,dS3,Epi1,PTGES2,PTGDR,False,Homo_sapiens
898474,dS3,Epi1,PTGES2,PTGDR2,False,Homo_sapiens
898475,dS3,Epi1,PTGES2,PTGER1,False,Homo_sapiens
898476,dS3,Epi1,PTGES2,PTGER2,True,Homo_sapiens
898477,dS3,Epi1,PTGES2,PTGER3,False,Homo_sapiens
898478,dS3,Epi1,PTGES2,PTGER4,False,Homo_sapiens
898479,dS3,Epi1,PTGES2,PTGFR,False,Homo_sapiens
898480,dS3,Epi1,PTGES2,PTGIR,False,Homo_sapiens
898481,dS3,Epi1,PTGES3,PTGDR,False,Homo_sapiens
898482,dS3,Epi1,PTGES3,PTGDR2,False,Homo_sapiens
898483,dS3,Epi1,PTGES3,PTGER1,False,Homo_sapiens
898484,dS3,Epi1,PTGES3,PTGER2,True,Homo_sapiens
898485,dS3,Epi1,PTGES3,PTGER3,False,Homo_sapiens
898486,dS3,Epi1,PTGES3,PTGER4,False,Homo_sapiens
898487,dS3,Epi1,PTGES3,PTGFR,False,Homo_sapiens
898488,dS3,Epi1,PTGES3,PTGIR,False,Homo_sapiens
898489,dS3,Epi1,PTGIS,PTGDR,False,Homo_sapiens
898490,dS3,Epi1,PTGIS,PTGDR2,False,Homo_sapiens
898491,dS3,Epi1,PTGIS,PTGER1,False,Homo_sapiens
898492,dS3,Epi1,PTGIS,PTGER2,False,Homo_sapiens
898493,dS3,Epi1,PTGIS,PTGER3,False,Homo_sapiens
898494,dS3,Epi1,PTGIS,PTGER4,False,Homo_sapiens
898495,dS3,Epi1,PTGIS,PTGFR,False,Homo_sapiens
898496,dS3,Epi1,PTGIS,PTGIR,False,Homo_sapiens
898497,dS3,Epi1,PTGIS,TBXA2R,False,Homo_sapiens
898498,dS3,Epi1,PTGS1,TBXA2R,False,Homo_sapiens
898499,dS3,Epi1,PTGS2,FPR2,False,Homo_sapiens
898500,dS3,Epi1,PTGS2,PTGDR,False,Homo_sapiens
898501,dS3,Epi1,PTGS2,PTGER2,False,Homo_sapiens
898502,dS3,Epi1,PTGS2,PTGER3,False,Homo_sapiens
898503,dS3,Epi1,PTGS2,PTGER4,False,Homo_sapiens
898504,dS3,Epi1,PTGS2,PTGIR,False,Homo_sapiens
898505,dS3,Epi1,PTGS2,TBXA2R,False,Homo_sapiens
898178,dS3,Epi1,PTH2,PTH1R,False,Homo_sapiens
898179,dS3,Epi1,PTH2,PTH2R,False,Homo_sapiens
898180,dS3,Epi1,PTHLH,PTH1R,False,Homo_sapiens
898181,dS3,Epi1,PTHLH,PTH2R,False,Homo_sapiens
898182,dS3,Epi1,PYY,DPP4,False,Homo_sapiens
898183,dS3,Epi1,PYY,NPY1R,False,Homo_sapiens
898184,dS3,Epi1,PYY,NPY2R,False,Homo_sapiens
898185,dS3,Epi1,PYY,NPY4R,False,Homo_sapiens
898186,dS3,Epi1,PYY,NPY5R,False,Homo_sapiens
898187,dS3,Epi1,QRFP,QRFPR,False,Homo_sapiens
898188,dS3,Epi1,RAET1E,KLRK1,False,Homo_sapiens
898189,dS3,Epi1,RAET1G,KLRK1,False,Homo_sapiens
898190,dS3,Epi1,RAET1L,KLRK1,False,Homo_sapiens
898191,dS3,Epi1,RETN,CAP1,False,Homo_sapiens
898192,dS3,Epi1,RETN,GPR25,False,Homo_sapiens
898193,dS3,Epi1,RETN,TLR4,False,Homo_sapiens
898194,dS3,Epi1,RLN1,RXFP1,False,Homo_sapiens
898195,dS3,Epi1,RLN1,RXFP2,False,Homo_sapiens
898196,dS3,Epi1,RLN2,RXFP1,False,Homo_sapiens
898197,dS3,Epi1,RLN2,RXFP2,False,Homo_sapiens
898198,dS3,Epi1,RLN2,RXFP3,False,Homo_sapiens
898199,dS3,Epi1,SAA1,FPR2,False,Homo_sapiens
898200,dS3,Epi1,SCGB3A1,MARCO,False,Homo_sapiens
898201,dS3,Epi1,SCGB3A1,NOTCH3,False,Homo_sapiens
898202,dS3,Epi1,SCGB3A2,MARCO,False,Homo_sapiens
898203,dS3,Epi1,SCT,SCTR,False,Homo_sapiens
898204,dS3,Epi1,SCT,VIPR1,False,Homo_sapiens
898506,dS3,Epi1,SDHA,SUCNR1,False,Homo_sapiens
898507,dS3,Epi1,SDHB,SUCNR1,False,Homo_sapiens
898508,dS3,Epi1,SDHC,SUCNR1,False,Homo_sapiens
898509,dS3,Epi1,SDHD,SUCNR1,False,Homo_sapiens
898205,dS3,Epi1,SEMA3A,PLXNA1,False,Homo_sapiens
898206,dS3,Epi1,SEMA3A,PLXNA2,False,Homo_sapiens
898207,dS3,Epi1,SEMA3A,PLXNA3,False,Homo_sapiens
898208,dS3,Epi1,SEMA3A,PLXNA4,False,Homo_sapiens
898209,dS3,Epi1,SEMA3B,PLXNA1,False,Homo_sapiens
898210,dS3,Epi1,SEMA3B,PLXNA2,False,Homo_sapiens
898211,dS3,Epi1,SEMA3B,PLXNA3,False,Homo_sapiens
898212,dS3,Epi1,SEMA3B,PLXNA4,False,Homo_sapiens
898213,dS3,Epi1,SEMA3C,NRP2,False,Homo_sapiens
898215,dS3,Epi1,SEMA3C,PLXNA1,False,Homo_sapiens
898216,dS3,Epi1,SEMA3C,PLXNA2,False,Homo_sapiens
898217,dS3,Epi1,SEMA3C,PLXNA3,False,Homo_sapiens
898218,dS3,Epi1,SEMA3C,PLXNA4,False,Homo_sapiens
898214,dS3,Epi1,SEMA3C,PLXND1,False,Homo_sapiens
898219,dS3,Epi1,SEMA3D,PLXNA1,False,Homo_sapiens
898220,dS3,Epi1,SEMA3D,PLXNA2,False,Homo_sapiens
898221,dS3,Epi1,SEMA3D,PLXNA3,False,Homo_sapiens
898222,dS3,Epi1,SEMA3D,PLXNA4,False,Homo_sapiens
898223,dS3,Epi1,SEMA3E,PLXND1,False,Homo_sapiens
898224,dS3,Epi1,SEMA3F,PLXNA1,False,Homo_sapiens
898225,dS3,Epi1,SEMA3F,PLXNA2,False,Homo_sapiens
898226,dS3,Epi1,SEMA3F,PLXNA3,False,Homo_sapiens
898227,dS3,Epi1,SEMA3F,PLXNA4,False,Homo_sapiens
898228,dS3,Epi1,SEMA3G,PLXNA1,False,Homo_sapiens
898229,dS3,Epi1,SEMA3G,PLXNA2,False,Homo_sapiens
898230,dS3,Epi1,SEMA3G,PLXNA3,False,Homo_sapiens
898231,dS3,Epi1,SEMA3G,PLXNA4,False,Homo_sapiens
898232,dS3,Epi1,SEMA5A,PLXNA1,False,Homo_sapiens
898233,dS3,Epi1,SEMA5A,PLXNA3,False,Homo_sapiens
898234,dS3,Epi1,SEMA5A,PLXNB3,False,Homo_sapiens
898235,dS3,Epi1,SEMA5B,PLXNA1,False,Homo_sapiens
